img,n_boxes,max_conf,fp@0.25,fp@0.4,fp@0.5,fp@0.7
coco-background_coco_bg_00012_0064083_coco_bg_00012.jpg,3,0.0154,0,0,0,0
coco-background_coco_bg_00017_0064088_coco_bg_00017.jpg,5,0.2218,0,0,0,0
coco-background_coco_bg_00018_0064089_coco_bg_00018.jpg,1,0.0115,0,0,0,0
coco-background_coco_bg_00044_0064115_coco_bg_00044.jpg,0,0.0,0,0,0,0
coco-background_coco_bg_00055_0064126_coco_bg_00055.jpg,0,0.0,0,0,0,0
coco-background_coco_bg_00066_0064137_coco_bg_00066.jpg,0,0.0,0,0,0,0
coco-background_coco_bg_00068_0064139_coco_bg_00068.jpg,0,0.0,0,0,0,0
coco-background_coco_bg_00073_0064144_coco_bg_00073.jpg,4,0.0805,0,0,0,0
coco-background_coco_bg_01007_0064178_coco_bg_01007.jpg,1,0.1789,0,0,0,0
coco-background_coco_bg_01011_0064182_coco_bg_01011.jpg,8,0.1148,0,0,0,0
coco-background_coco_bg_01021_0064192_coco_bg_01021.jpg,0,0.0,0,0,0,0
coco-background_coco_bg_01069_0064240_coco_bg_01069.jpg,3,0.0624,0,0,0,0
coco-background_coco_bg_01075_0064246_coco_bg_01075.jpg,6,0.0564,0,0,0,0
coco-background_coco_bg_01101_0064272_coco_bg_01101.jpg,6,0.1321,0,0,0,0
coco-background_coco_bg_01105_0064276_coco_bg_01105.jpg,3,0.0552,0,0,0,0
coco-background_coco_bg_01109_0064280_coco_bg_01109.jpg,18,0.5089,1,1,1,0
coco-background_coco_bg_01152_0064323_coco_bg_01152.jpg,3,0.094,0,0,0,0
coco-background_coco_bg_01171_0064342_coco_bg_01171.jpg,1,0.0151,0,0,0,0
coco-background_coco_bg_01191_0064362_coco_bg_01191.jpg,1,0.4753,1,1,0,0
coco-background_coco_bg_01215_0064386_coco_bg_01215.jpg,1,0.0887,0,0,0,0
coco-background_coco_bg_01218_0064389_coco_bg_01218.jpg,1,0.1172,0,0,0,0
coco-background_coco_bg_01221_0064392_coco_bg_01221.jpg,6,0.0349,0,0,0,0
coco-background_coco_bg_01240_0064411_coco_bg_01240.jpg,1,0.0361,0,0,0,0
coco-background_coco_bg_01241_0064412_coco_bg_01241.jpg,6,0.5468,1,1,1,0
coco-background_coco_bg_01256_0064427_coco_bg_01256.jpg,3,0.047,0,0,0,0
coco-background_coco_bg_01261_0064432_coco_bg_01261.jpg,4,0.0246,0,0,0,0
coco-background_coco_bg_01268_0064439_coco_bg_01268.jpg,1,0.0169,0,0,0,0
coco-background_coco_bg_01273_0064444_coco_bg_01273.jpg,2,0.0164,0,0,0,0
coco-background_coco_bg_01274_0064445_coco_bg_01274.jpg,3,0.0434,0,0,0,0
coco-background_coco_bg_01292_0064463_coco_bg_01292.jpg,1,0.0242,0,0,0,0
coco-background_coco_bg_01300_0064471_coco_bg_01300.jpg,10,0.2455,0,0,0,0
coco-background_coco_bg_01308_0064479_coco_bg_01308.jpg,1,0.0169,0,0,0,0
coco-background_coco_bg_01313_0064484_coco_bg_01313.jpg,13,0.0477,0,0,0,0
coco-background_coco_bg_01317_0064488_coco_bg_01317.jpg,1,0.0406,0,0,0,0
coco-background_coco_bg_01335_0064506_coco_bg_01335.jpg,4,0.1753,0,0,0,0
coco-background_coco_bg_01342_0064513_coco_bg_01342.jpg,0,0.0,0,0,0,0
coco-background_coco_bg_01363_0064534_coco_bg_01363.jpg,3,0.4539,1,1,0,0
coco-background_coco_bg_01368_0064539_coco_bg_01368.jpg,2,0.0342,0,0,0,0
coco-background_coco_bg_01371_0064542_coco_bg_01371.jpg,5,0.2102,0,0,0,0
coco-background_coco_bg_01417_0064588_coco_bg_01417.jpg,0,0.0,0,0,0,0
coco-background_coco_bg_01438_0064609_coco_bg_01438.jpg,2,0.7031,1,1,1,1
coco-background_coco_bg_01446_0064617_coco_bg_01446.jpg,1,0.0526,0,0,0,0
